NOME,QoE,TempoJogo,UsoCpu,UsoRam,UsoGpu,UsoVram,DelayVideo,DelayComandos,JitterVideo,JitterComandos,PerdaVideo,PerdaComandos,Jogo,TerminoPartida
Player 1,6,3,69,79,9,9,50,125,25,10,0.5,0.5,Spelunky,16.10
Player 1,3,3,72,79,9,9,125,0,25,0,2.0,0.0,Spelunky,16.15
Player 1,4,3,73,79,9,9,125,0,15,0,2.5,0.0,Spelunky,16.19
Player 1,4,3,72,79,10,9,0,100,0,5,0.0,3.0,Spelunky,16.22
Player 1,6,3,74,80,10,9,50,150,15,5,1.5,1.5,Spelunky,16.26
Player 1,5,4,74,80,9,9,75,25,10,20,0.5,0.5,Spelunky,16.30
Player 1,6,3,76,80,9,9,0,75,0,10,0.0,2.5,Spelunky,16.33
Player 1,3,3,74,80,9,9,150,0,5,0,1.5,0.0,Spelunky,16.36
Player 1,6,3,28,12,9,9,125,25,15,15,0.0,0.0,Spelunky,13.46
Player 1,5,3,31,13,9,9,0,50,0,20,0.0,1.0,Spelunky,13.51
Player 1,5,3,30,13,9,9,25,100,25,25,1.0,1.0,Spelunky,13.54
Player 1,2,3,31,13,9,9,0,100,0,25,0.0,3.0,Spelunky,14.00
Player 1,5,3,29,13,9,9,0,75,0,25,0.0,2.0,Spelunky,14.30
Player 1,4,3,32,18,9,9,0,125,0,10,0.0,1.0,Spelunky,18.21
Player 1,5,3,30,18,9,9,125,0,20,0,1.0,0.0,Spelunky,18.24
Player 1,6,4,30,18,9,9,0,100,0,5,0.0,0.0,Spelunky,18.28
Player 1,3,3,32,18,9,9,150,75,25,15,1.5,1.5,Spelunky,18.31
Player 1,6,3,32,18,9,9,0,75,0,10,0.0,0.0,Spelunky,18.34
Player 1,5,3,31,18,9,9,50,0,25,0,1.5,0.0,Spelunky,18.41
Player 1,3,3,24,12,8,9,100,25,0,10,1.0,1.0,Spelunky,17.11
Player 1,2,3,29,12,9,9,0,125,0,10,0.0,3.0,Spelunky,17.15
Player 1,5,3,30,13,9,9,0,75,0,10,0.0,3.0,Spelunky,17.18
Player 1,2,3,53,15,35,30,0,100,0,25,0.0,0.5,Half-Life 2,20.35
Player 1,5,3,43,13,29,26,0,25,0,5,0.0,3.0,Half-Life 2,19.41
Player 1,6,3,46,14,34,29,25,25,0,15,0.0,0.0,Half-Life 2,19.47
Player 1,1,3,30,13,9,9,150,0,25,0,3.0,0.0,Spelunky,19.50
Player 1,5,3,31,13,9,9,100,75,25,20,2.5,2.5,Spelunky,19.53
Player 1,6,3,33,14,9,9,0,50,0,15,0.0,2.0,Spelunky,20.19
Player 1,4,3,30,13,9,9,0,100,0,25,0.0,3.0,Spelunky,17.21
Player 1,5,3,48,14,35,30,25,0,15,0,1.0,0.0,Half-Life 2,17.25
Player 1,5,3,31,14,9,9,0,50,0,25,0.0,1.0,Spelunky,17.29
Player 1,6,3,37,15,9,9,125,50,10,15,0.0,0.0,Spelunky,18.54
Player 1,6,3,39,15,9,9,0,125,0,15,0.0,0.0,Spelunky,18.58
Player 1,4,3,38,15,9,9,100,150,15,10,1.0,1.0,Spelunky,19.06
Player 1,1,3,50,15,29,25,0,125,0,10,0.0,3.0,Half-Life 2,19.13
Player 1,5,3,55,15,36,31,50,0,15,0,3.0,0.0,Half-Life 2,19.17
Player 1,6,4,55,15,38,32,0,25,0,0,0.0,2.0,Half-Life 2,19.21
Player 1,2,3,54,15,30,26,0,100,0,10,0.0,1.0,Half-Life 2,19.31
Player 1,5,4,46,14,32,27,75,25,15,15,0.5,0.5,Half-Life 2,17.09
Player 1,5,3,47,14,36,31,50,25,20,0,0.5,0.5,Half-Life 2,17.13
Player 1,3,3,45,14,35,30,125,0,0,0,0.5,0.0,Half-Life 2,17.17
Player 1,6,4,39,14,30,26,0,50,0,15,0.0,0.0,Half-Life 2,17.30
Player 1,4,3,39,16,9,9,0,150,0,0,0.0,3.0,Spelunky,19.10
Player 1,3,3,44,14,26,23,75,0,25,0,0.5,0.0,Half-Life 2,19.23
Player 1,5,3,44,14,26,23,0,25,0,20,0.0,3.0,Half-Life 2,19.24
Player 1,0,3,44,14,26,23,150,0,20,0,3.0,0.0,Half-Life 2,19.40
Player 1,2,3,42,14,26,22,100,100,5,15,1.5,1.5,Half-Life 2,19.41
Player 1,3,3,42,15,26,22,0,125,0,15,0.0,1.5,Half-Life 2,19.42
Player 1,5,3,54,15,36,31,0,50,0,20,0.0,1.5,Half-Life 2,20.26
Player 1,4,3,42,14,24,22,50,150,20,15,1.0,1.0,Half-Life 2,19.26
Player 1,5,3,44,14,25,22,50,75,0,20,3.0,3.0,Half-Life 2,19.27
Player 1,6,3,42,14,25,21,125,0,0,0,0.0,0.0,Half-Life 2,19.28
Player 1,6,3,39,17,9,9,50,0,25,0,2.0,0.0,Spelunky,19.44
Player 1,4,3,66,18,32,27,100,0,0,0,2.0,0.0,Half-Life 2,19.51
Player 1,5,3,42,13,28,25,0,25,0,15,0.0,0.0,Half-Life 2,17.16
Player 1,4,3,48,14,33,29,0,25,0,15,0.0,1.0,Half-Life 2,17.20
Player 1,6,3,57,16,36,31,0,75,0,15,0.0,0.0,Half-Life 2,18.18
Player 1,5,3,35,16,9,9,25,0,15,0,2.0,0.0,Spelunky,18.21
Player 1,5,3,36,16,9,9,0,75,0,15,0.0,0.0,Spelunky,18.24
Player 1,4,3,57,17,37,32,0,75,0,0,0.0,2.5,Half-Life 2,18.28
Player 1,6,3,55,16,37,32,25,0,10,0,1.5,0.0,Half-Life 2,18.31
Player 1,3,4,62,25,35,30,50,50,20,0,1.0,1.0,Half-Life 2,17.36
Player 1,5,3,61,25,35,30,100,0,15,0,0.0,0.0,Half-Life 2,17.39
Player 1,3,3,65,26,34,29,50,0,25,0,1.5,0.0,Half-Life 2,18.34
Player 1,4,3,68,26,34,29,0,100,0,0,0.0,0.5,Half-Life 2,18.38
Player 1,3,3,42,25,9,9,125,50,25,15,0.0,2.5,Spelunky,18.41
Player 1,6,3,69,27,35,30,25,0,0,0,2.5,0.0,Half-Life 2,18.44
Player 1,3,3,70,27,34,29,75,125,10,5,0.0,1.5,Half-Life 2,18.48
Player 1,3,3,65,25,35,30,100,0,5,0,3.0,0.0,Half-Life 2,17.42
Player 1,4,3,58,17,37,32,0,50,0,5,0.0,1.5,Half-Life 2,18.36
Player 1,4,3,58,25,36,31,25,75,20,15,3.0,3.0,Half-Life 2,17.00
Player 1,5,3,57,25,35,30,75,0,15,0,0.0,0.0,Half-Life 2,17.04
Player 1,2,3,59,26,35,30,0,100,0,5,0.0,2.5,Half-Life 2,17.17
Player 1,2,3,48,14,33,29,0,100,0,10,0.0,0.5,Half-Life 2,17.26
Player 1,3,3,49,14,30,26,75,75,20,10,1.5,1.5,Half-Life 2,17.29
Player 1,4,3,49,14,36,30,50,150,25,0,0.5,0.5,Half-Life 2,17.32
Player 1,5,3,49,15,31,27,0,50,0,15,0.0,0.5,Half-Life 2,17.42
Player 1,4,4,66,18,32,28,75,75,20,0,0.5,0.5,Half-Life 2,19.55
Player 1,2,3,43,17,9,9,125,0,25,0,2.0,0.0,Spelunky,19.58
Player 1,5,3,42,17,9,9,100,75,0,25,2.0,2.0,Spelunky,20.02
Player 1,3,3,48,15,24,21,100,75,25,5,2.5,2.5,Half-Life 2,21.06
Player 1,4,3,51,15,23,21,75,75,15,0,2.0,2.0,Half-Life 2,21.08
Player 1,6,3,56,15,25,22,25,25,5,10,1.0,1.0,Half-Life 2,21.09
Player 1,1,3,50,16,24,21,125,125,25,15,3.0,3.0,Half-Life 2,21.10
Player 1,2,3,53,15,25,21,125,50,25,20,1.5,1.5,Half-Life 2,21.11
Player 1,5,3,56,16,24,21,75,0,0,0,3.0,0.0,Half-Life 2,21.13
Player 1,5,3,57,16,23,21,0,50,0,5,1.0,1.0,Half-Life 2,21.14
Player 1,4,3,56,16,25,22,50,0,5,0,1.0,0.0,Half-Life 2,21.15
Player 1,5,3,55,16,23,20,0,125,0,25,0.0,0.0,Half-Life 2,21.17
Player 1,1,3,58,16,23,20,150,0,5,0,2.0,0.0,Half-Life 2,21.18
Player 1,2,3,58,16,24,21,0,100,0,10,0.0,2.5,Half-Life 2,21.46
Player 1,3,3,59,17,24,21,100,0,15,0,2.5,0.0,Half-Life 2,21.47
Player 1,4,3,60,17,24,21,0,50,0,10,0.0,3.0,Half-Life 2,21.49
Player 1,6,3,61,17,23,20,150,50,10,15,0.0,0.0,Half-Life 2,21.50
Player 1,5,3,62,17,24,21,50,50,10,25,0.0,1.0,Half-Life 2,21.51
Player 1,1,3,61,17,24,20,0,100,0,15,0.0,1.5,Half-Life 2,21.52
Player 1,5,3,62,17,23,20,0,150,0,20,0.0,0.0,Half-Life 2,21.54
Player 1,4,3,63,17,24,21,75,0,20,0,1.0,0.0,Half-Life 2,21.55
Player 1,2,3,63,17,23,20,100,0,20,0,1.0,0.0,Half-Life 2,21.56
Player 1,2,3,68,17,23,20,75,0,10,0,3.0,0.0,Half-Life 2,21.58
Player 1,3,3,70,17,24,21,75,0,20,0,2.5,0.0,Half-Life 2,21.59
Player 1,5,3,72,18,24,21,25,100,0,5,0.5,0.5,Half-Life 2,22.00
Player 1,1,3,72,18,23,20,150,0,20,0,2.5,0.0,Half-Life 2,22.17
Player 1,3,3,71,19,23,21,0,75,0,25,0.0,1.0,Half-Life 2,22.18
Player 1,4,3,70,19,22,20,0,50,0,10,0.0,2.0,Half-Life 2,22.20
Player 1,4,3,65,18,18,16,0,100,0,15,0.0,2.0,Half-Life 2,22.21
Player 1,6,3,71,19,24,21,50,50,15,10,0.0,0.0,Half-Life 2,22.22
Player 1,6,3,76,19,24,21,0,25,0,15,0.0,1.0,Half-Life 2,22.24
Player 1,5,3,74,19,22,20,0,50,0,15,0.0,0.5,Half-Life 2,22.25
Player 1,5,3,76,19,22,19,100,0,0,0,1.5,0.0,Half-Life 2,22.26
Player 1,0,3,75,19,22,19,125,50,15,25,0.5,0.5,Half-Life 2,22.28
Player 1,6,3,77,20,23,20,75,100,0,15,2.0,2.0,Half-Life 2,22.29
Player 1,3,3,80,20,22,19,0,100,0,5,0.0,0.5,Half-Life 2,22.30
Player 1,6,3,77,20,21,19,150,0,20,0,0.0,0.0,Half-Life 2,22.32
Player 1,4,3,79,20,22,19,50,0,15,0,0.5,0.0,Half-Life 2,22.33
Player 1,2,3,76,20,20,17,100,75,5,0,3.0,3.0,Half-Life 2,22.34
Player 1,1,3,79,20,21,19,0,150,0,25,0.0,1.0,Half-Life 2,22.35
Player 1,4,3,80,21,23,20,50,150,25,0,0.0,2.5,Half-Life 2,22.37
Player 1,1,3,79,21,21,19,150,0,0,0,2.0,0.0,Half-Life 2,22.38
Player 1,5,3,79,21,22,20,0,50,0,5,0.0,1.5,Half-Life 2,22.42
Player 1,1,3,72,21,21,18,150,0,10,0,1.5,0.0,Half-Life 2,22.43
Player 1,5,3,79,22,22,20,75,150,25,5,3.0,3.0,Half-Life 2,22.45
Player 1,5,3,78,22,22,19,50,0,20,0,2.5,0.0,Half-Life 2,22.46
Player 1,4,3,80,22,22,19,50,0,10,0,2.5,0.0,Half-Life 2,22.47
Player 1,5,3,80,22,22,19,25,0,10,0,2.5,0.0,Half-Life 2,22.49
Player 1,1,3,64,22,7,8,150,0,5,0,3.0,0.0,Spelunky,22.50
Player 1,5,3,61,22,8,8,0,50,0,0,0.0,0.0,Spelunky,22.51
Player 1,1,3,61,22,8,8,150,25,10,10,1.5,1.5,Spelunky,22.53
Player 1,2,3,62,22,8,8,125,50,20,10,0.5,0.5,Spelunky,22.54
Player 2,6,3,42,12,18,13,50,25,5,0,3.0,3.0,Half-Life 2,19.35
Player 2,5,4,45,12,18,13,75,100,20,20,2.5,2.5,Half-Life 2,19.39
Player 3,4,3,50,15,34,29,50,0,20,0,0.5,0.0,Half-Life 2,18.24
Player 3,2,4,48,15,31,27,0,125,0,5,0.0,3.0,Half-Life 2,18.29
Player 3,3,3,48,15,35,30,50,0,20,0,1.0,0.0,Half-Life 2,18.32
Player 3,0,4,47,15,35,30,150,100,10,5,1.0,1.0,Half-Life 2,17.44
Player 3,4,3,47,15,39,33,0,75,0,20,0.0,0.0,Half-Life 2,17.47
Player 3,1,3,48,15,35,30,125,100,5,10,3.0,3.0,Half-Life 2,17.50
Player 3,2,3,49,15,37,31,100,150,10,5,0.0,1.0,Half-Life 2,17.54
Player 3,2,3,49,15,37,32,125,25,25,0,2.5,2.5,Half-Life 2,17.57
Player 3,3,4,48,15,38,32,0,50,0,15,0.0,2.5,Half-Life 2,18.01
Player 3,6,3,49,15,40,34,75,0,5,0,0.0,0.0,Half-Life 2,18.04
Player 3,2,3,49,16,36,31,100,125,5,0,1.0,1.0,Half-Life 2,18.07
Player 3,3,4,49,16,37,32,0,50,0,5,0.0,3.0,Half-Life 2,18.11
Player 3,3,3,48,16,37,31,50,0,15,0,2.0,0.0,Half-Life 2,18.14
Player 3,1,3,50,15,37,31,150,0,20,0,2.5,0.0,Half-Life 2,18.17
Player 3,2,3,48,16,38,32,75,0,5,0,0.5,0.0,Half-Life 2,18.20
Player 3,1,3,48,15,37,31,0,125,0,20,0.0,2.5,Half-Life 2,18.24
Player 3,2,3,50,16,38,32,75,75,20,0,2.5,2.5,Half-Life 2,18.27
Player 3,2,3,49,16,36,31,150,75,5,25,0.0,3.0,Half-Life 2,18.30
